Name,Dihedral Linking Number
12a_0718,"[[-2, -2]]"
12a_0719,"[[0, 0]]"
12a_0721,"[[-1, -1]]"
12a_0723,"[[2, 2]]"
12a_0725,"[[1, 1], 'No Dihedral Linking Number Exists', [1, 1], [1, 1]]"
12a_0730,"[[4/5, 4/5]]"
12a_0731,"[[1, 1]]"
12a_0735,"[[1, 1]]"
12a_0736,"[[0, 0]]"
12a_0737,"[[2/3, 2/3]]"
12a_0739,"[[15/19, 15/19]]"
12a_0741,"[[9/17, 9/17]]"
12a_0742,"[[-1, -1], [-2, -2], [-3, -3], [22/15, 22/15]]"
12a_0750,"[[0, 0]]"
12a_0760,"[[0, 0]]"
12a_0762,"[[2, 2]]"
12a_0766,"[[-2/3, -2/3]]"
12a_0767,"[[0, 0]]"
12a_0768,['No Dihedral Linking Number Exists']
12a_0769,"[[-3, -3], [6, 6], [-4/3, -4/3], [-7/5, -7/5]]"
12a_0771,"[[-8/9, -8/9]]"
12a_0772,"[[-2/3, -2/3]]"
12a_0775,"[[2, 2]]"
12a_0777,"[[0, 0]]"
12a_0780,"[[1, 1]]"
12a_0785,"[[2, 2]]"
12a_0787,"[[-1, -1], [-5/7, -5/7], [3/5, 3/5], [2, 2]]"
12a_0791,"[[1, 1]]"
12a_0793,"[[0, 0]]"
12a_0796,"[[0, 0]]"
12a_0798,"[[6/11, 6/11]]"
12a_0800,"[[7, 7]]"
12a_0801,"[[0, 0], [4/3, 4/3], [5/9, 5/9], [0, 0]]"
12a_0803,"[[-7, -7]]"
12a_0804,"[[4, 4]]"
12a_0805,"[[-5/6, -5/6]]"
12a_0806,"[[-2, -2]]"
12a_0807,['No Dihedral Linking Number Exists']
12a_0808,"[[0, 0]]"
12a_0809,"[[0, 0]]"
12a_0810,"[[4/3, 4/3], [13/9, 13/9], [0, 0], [-4/3, -4/3]]"
12a_0812,"[[2, 2]]"
12a_0814,"[[7/5, 7/5]]"
12a_0818,"[[0, 0]]"
12a_0823,"[[1, 1]]"
12a_0827,"[[1, 1]]"
12a_0828,"[[1, 1]]"
12a_0841,"[[2, 2]]"
12a_0845,['No Dihedral Linking Number Exists']
12a_0847,"[[0, 0]]"
12a_0852,"[[-2, -2]]"
12a_0853,"[[-2, -2]]"
12a_0855,"[[-3, -3]]"
12a_0858,"[[0, 0]]"
12a_0861,['No Dihedral Linking Number Exists']
12a_0862,"[[-2, -2]]"
12a_0864,"[[-7/8, -7/8]]"
12a_0873,"[[2, 2], [1, 1], [8, 8], [7/2, 7/2]]"
12a_0876,"[[10, 10]]"
12a_0878,"[[-2, -2]]"
12a_0882,"[[-6/13, -6/13]]"
12a_0886,"[[0, 0], [-2, -2], [0, 0], [22/13, 22/13]]"
12a_0888,"[[0, 0]]"
12a_0893,['No Dihedral Linking Number Exists']
12a_0894,"[[0, 0]]"
12a_0895,"[[8/5, 8/5], 'No Dihedral Linking Number Exists', [4, 4], [2/3, 2/3]]"
12a_0902,"[[0, 0]]"
12a_0903,['No Dihedral Linking Number Exists']
12a_0904,"[[5/3, 5/3]]"
12a_0905,"[[3/2, 3/2], [2/5, 2/5], [2, 2], [-2/3, -2/3]]"
12a_0907,"[[2, 2]]"
12a_0909,"[[2, 2]]"
12a_0912,"[[0, 1]]"
12a_0913,"[[1/3, 1/3]]"
12a_0914,['No Dihedral Linking Number Exists']
12a_0916,"[[1, 1]]"
12a_0919,"[[0, 0]]"
12a_0923,"[[2, 2]]"
12a_0924,"[[7/3, 7/3]]"
12a_0927,['No Dihedral Linking Number Exists']
12a_0928,"[[-2/3, -2/3]]"
12a_0930,"[[1, 1]]"
12a_0931,"[[4, 4]]"
12a_0936,"[[-2/7, -2/7]]"
12a_0939,"[[0, 0]]"
12a_0940,"[[2, 2]]"
12a_0941,"[[10/3, 10/3]]"
12a_0944,"[[0, 0]]"
12a_0949,"[[8/3, 8/3]]"
12a_0952,"[[3, 3]]"
12a_0964,"[[2/3, 2/3]]"
12a_0965,"[[0, 0]]"
12a_0970,"[[0, 0]]"
12a_0972,"[[-1, -1]]"
12a_0973,"[[5/3, 5/3], [0, 0], [4, 4], [0, 0]]"
12a_0974,"[[5/9, 5/9]]"
12a_0975,"[[-7, -7]]"
12a_0976,"[[-2, -2]]"
12a_0979,['No Dihedral Linking Number Exists']
12a_0981,"[[0, 0]]"
12a_0982,"[[-1, -1]]"
12a_0986,"[[1, 1]]"
12a_0987,"[[-1, -1], [-1, -1], 'No Dihedral Linking Number Exists', [1, 1]]"
12a_0990,"[[-1/3, -1/3], [1, 1], [-1, -1], [0, 0]]"
12a_0999,"[[1/2, 0]]"
12a_1000,"[[-36/5, -36/5]]"
12a_1001,"[[2, 2]]"
12a_1002,['No Dihedral Linking Number Exists']
12a_1010,"[[1, 1]]"
12a_1016,"[[0, 0]]"
12a_1018,"[[-2/3, -2/3]]"
12a_1021,"[[2, 2]]"
12a_1022,"[[3/5, 3/5], [0, 0], [1, 1], [11/7, 11/7]]"
12a_1025,"[[-2/3, -2/3]]"
12a_1026,"[[-3/7, -3/7]]"
12a_1029,"[[-3, -4]]"
12a_1036,"[[-2, -2]]"
12a_1043,"[[0, 0]]"
12a_1044,"[[9/5, 9/5]]"
12a_1050,['No Dihedral Linking Number Exists']
12a_1057,"[[8/3, 8/3]]"
12a_1059,"[[-4, -4]]"
12a_1060,"[[-3, -3]]"
12a_1061,"[[-1, -1]]"
12a_1062,"[[2/3, 2/3]]"
12a_1073,"[[0, 0]]"
12a_1076,['No Dihedral Linking Number Exists']
12a_1077,['No Dihedral Linking Number Exists']
12a_1079,"[[3, 3]]"
12a_1080,"[[0, 0]]"
12a_1087,"[[1/3, 1/3]]"
12a_1091,['No Dihedral Linking Number Exists']
12a_1092,"[[-1/3, -1/3], [-1, -1], [0, 0], [0, 0]]"
12a_1093,"[[4/3, 4/3], [-1, -1], [11/7, 11/7], [4, 4]]"
12a_1094,"[[2, 2]]"
12a_1095,"[[4, 4]]"
12a_1100,"[[0, 0]]"
12a_1101,"[[-1, 0]]"
12a_1103,"[[-1, 0]]"
12a_1111,"[[4/3, 4/3]]"
12a_1115,"[[2, 2]]"
12a_1117,"[[16, 16]]"
12a_1120,"[[-3, -2]]"
12a_1122,"[[1, 1]]"
12a_1123,"[[-1, -1], 'No Dihedral Linking Number Exists', [-1, -1], [1/2, 1/2]]"
12a_1129,['No Dihedral Linking Number Exists']
12a_1133,"[[-3, -3]]"
12a_1136,"[[1, 1]]"
12a_1137,"[[1, 1]]"
12a_1142,"[[-2/3, -2/3], [-1/5, -1/5], 'No Dihedral Linking Number Exists', [0, 0]]"
12a_1144,['No Dihedral Linking Number Exists']
12a_1146,"[[1, 0]]"
12a_1147,"[[26/23, 26/23]]"
12a_1151,"[[-3/2, -2]]"
12a_1154,"[[3, 2]]"
12a_1155,"[[2, 2]]"
12a_1157,"[[2, 2]]"
12a_1160,"[[-5/3, -5/3]]"
12a_1161,"[[0, 0]]"
12a_1162,"[[1, 2]]"
12a_1164,"[[-3, -3]]"
12a_1166,"[[2, 2]]"
12a_1170,"[[0, 0]]"
12a_1173,"[[1, 2]]"
12a_1177,"[[-1, -1]]"
12a_1180,"[[-3/2, -3/2]]"
12a_1181,"[[1/3, 1/3], 'No Dihedral Linking Number Exists', [-2, -2], [-5, -5]]"
12a_1184,"[[-1, -1]]"
12a_1187,"[[-2, -2]]"
12a_1189,"[[1, 1]]"
12a_1190,"[[1, 1]]"
12a_1191,"[[-9, -9]]"
12a_1196,"[[-3/2, -3/2]]"
12a_1197,"[[-4/3, -5/3]]"
12a_1200,['No Dihedral Linking Number Exists']
12a_1201,['No Dihedral Linking Number Exists']
12a_1207,"[[7/3, 7/3]]"
12a_1210,"[[-2, -2]]"
12a_1212,"[[4, 4]]"
12a_1214,"[[6, 6]]"
12a_1215,"[[0, 0]]"
12a_1216,"[[9, 9]]"
12a_1217,"[[0, 0]]"
12a_1219,"[[-1, -1]]"
12a_1221,"[[0, 0]]"
12a_1224,"[[2, 2]]"
12a_1225,"[[2/3, 2/3], [3, 3], [-16/11, -16/11], [-4, -4]]"
12a_1226,"[[0, 0]]"
12a_1237,['No Dihedral Linking Number Exists']
12a_1239,"[[0, 0]]"
12a_1247,"[[4, 4]]"
12a_1248,"[[0, 0]]"
12a_1252,"[[1, 1]]"
12a_1253,"[[-1/2, -1/2]]"
12a_1255,"[[2, 2]]"
12a_1260,"[[-1, -1], [1, 0], [3/2, 3/2], [-4, -4]]"
12a_1261,"[[1, 1]]"
12a_1262,"[[1, 1]]"
12a_1265,"[[2, 2]]"
12a_1266,"[[-1, -1]]"
12a_1270,['No Dihedral Linking Number Exists']
12a_1272,"[[2, 2]]"
12a_1276,"[[0, 0]]"
12a_1282,"[[-7/3, -7/3]]"
12a_1283,"[[2, 2], [2, 2], [0, 0], [-4, -4]]"
12a_1284,"[[2/3, 2/3]]"
12a_1285,"[[-4, -4]]"
12a_1286,"[[-1, -1], [2, 2], [-1, -1], [1, 1]]"
12a_1288,"[[-1, 0], [0, 0], [-2, -2/3], [2, 2]]"
12n_0001,"[[1, 1]]"
12n_0004,"[[-4/3, -4/3]]"
12n_0005,"[[-1, -1]]"
12n_0006,"[[4/3, 4/3]]"
12n_0007,"[[0, 0]]"
12n_0010,"[[2/3, 2/3]]"
12n_0015,"[[1/3, 1/3]]"
12n_0016,"[[3, 3]]"
12n_0022,"[[1, 1]]"
12n_0023,"[[2, 2]]"
12n_0027,"[[3, 3]]"
12n_0028,"[[-2/3, -2/3]]"
12n_0030,"[[-1/3, -1/3]]"
12n_0031,"[[0, 0]]"
12n_0033,"[[-1, -1]]"
12n_0034,"[[4, 4]]"
12n_0035,"[[1, 1]]"
12n_0039,"[[0, 0]]"
12n_0040,"[[-1, 0]]"
12n_0043,"[[-2, -2]]"
12n_0044,['No Dihedral Linking Number Exists']
12n_0049,"[[-2, -2]]"
12n_0050,"[[11, 11]]"
12n_0051,"[[-2/3, -2/3]]"
12n_0052,"[[1/5, 1/5]]"
12n_0053,"[[1, 1]]"
12n_0055,"[[1, 1]]"
12n_0056,"[[1, 1]]"
12n_0057,"[[1/2, 1/2]]"
12n_0058,"[[-1, -1]]"
12n_0059,"[[1, 0]]"
12n_0060,"[[0, 0]]"
12n_0061,"[[1/2, 1/2]]"
12n_0062,"[[1, 1]]"
12n_0063,"[[0, 0]]"
12n_0064,"[[1, 1]]"
12n_0066,"[[8/5, 8/5]]"
12n_0067,"[[-1/3, -1/3]]"
12n_0083,"[[1, 1]]"
12n_0084,"[[5/7, 5/7]]"
12n_0098,"[[-1/3, -1/3]]"
12n_0099,"[[0, 0]]"
12n_0100,"[[1, 1]]"
12n_0101,"[[-2, -2]]"
12n_0102,"[[29/3, 29/3]]"
12n_0106,"[[1, 1]]"
12n_0107,['No Dihedral Linking Number Exists']
12n_0108,"[[10, 10]]"
12n_0109,"[[-1, -1]]"
12n_0110,"[[-4/3, -4/3]]"
12n_0125,"[[2, 2]]"
12n_0126,"[[1, 1]]"
12n_0139,"[[6/5, 6/5]]"
12n_0140,"[[-7/11, -7/11]]"
12n_0141,"[[6/5, 6/5]]"
12n_0144,"[[0, 0]]"
12n_0147,"[[-1, -1]]"
12n_0150,"[[0, 0]]"
12n_0151,['No Dihedral Linking Number Exists']
12n_0152,"[[-4/5, -4/5]]"
12n_0156,['No Dihedral Linking Number Exists']
12n_0157,"[[5/3, 5/3]]"
12n_0158,"[[0, 0]]"
12n_0169,['No Dihedral Linking Number Exists']
12n_0170,"[[2, 2]]"
12n_0171,"[[0, 0]]"
12n_0173,"[[2/3, 2/3]]"
12n_0174,"[[4/5, 4/5]]"
12n_0175,"[[1, 1]]"
12n_0176,"[[10/9, 10/9]]"
12n_0198,"[[2, 2]]"
12n_0200,['No Dihedral Linking Number Exists']
12n_0201,"[[-4, -7]]"
12n_0202,"[[0, 0]]"
12n_0203,"[[4/3, 4/3]]"
12n_0204,"[[5/7, 5/7]]"
12n_0211,"[[1, 1]]"
12n_0219,"[[1, 1]]"
12n_0220,"[[2, 2]]"
12n_0221,"[[0, 0]]"
12n_0222,"[[-4/3, -4/3]]"
12n_0223,"[[0, 0]]"
12n_0224,"[[0, 0]]"
12n_0225,"[[4/3, 4/3]]"
12n_0229,['No Dihedral Linking Number Exists']
12n_0245,"[[3, 3]]"
12n_0246,['No Dihedral Linking Number Exists']
12n_0247,"[[2/3, 2/3]]"
12n_0258,"[[13, 13]]"
12n_0260,"[[2, 2]]"
12n_0261,"[[1, 1]]"
12n_0265,"[[5, 5]]"
12n_0266,"[[0, 0]]"
12n_0267,"[[0, 0]]"
12n_0268,"[[7/9, 7/9], [2, 2], [-1, -1], [2/3, 2/3]]"
12n_0269,"[[0, 0], [2, 2], [0, 0], [3, 3]]"
12n_0270,"['No Dihedral Linking Number Exists', [1, 1], [-1, -1], [-4, -4]]"
12n_0280,"[[7/11, 7/11]]"
12n_0282,"[[-5/3, -5/3]]"
12n_0283,"[[2/3, 2/3]]"
12n_0284,"[[1, 1]]"
12n_0285,"[[4/5, 4/5]]"
12n_0286,['No Dihedral Linking Number Exists']
12n_0287,"[[0, 0]]"
12n_0290,['No Dihedral Linking Number Exists']
12n_0291,"[[-2/3, -2/3]]"
12n_0294,"[[1, 1]]"
12n_0302,"[[0, 0]]"
12n_0308,"[[10/17, 10/17]]"
12n_0310,"[[-1, 6]]"
12n_0311,"[[-7/2, -7/2]]"
12n_0329,['No Dihedral Linking Number Exists']
12n_0330,['No Dihedral Linking Number Exists']
12n_0331,"[[-2, -2]]"
12n_0332,"['No Dihedral Linking Number Exists', [2/7, 2/7], [-3, -3], [-2, -2]]"
12n_0333,"[[1/5, 1/5], [6/7, 6/7], [1, 1], 'No Dihedral Linking Number Exists']"
12n_0334,"['No Dihedral Linking Number Exists', [-1, -1], [7, 7], [-6/5, -6/5]]"
12n_0357,"[[1, 1]]"
12n_0359,"[[-1/2, -1/2]]"
12n_0363,"[[-1, -1]]"
12n_0364,"[[5, 5]]"
12n_0365,"[[9/11, 9/11]]"
12n_0368,"[[2, 2]]"
12n_0369,"[[3, 3]]"
12n_0375,"[[0, 0]]"
12n_0377,"[[-1, -1]]"
12n_0379,"[[-12/5, -12/5], [0, 0], 'No Dihedral Linking Number Exists', [0, 0]]"
12n_0380,"[[4/3, 7/3], [-1, -1], [-16/13, -16/13], [2, 2]]"
12n_0383,"[[-7/4, -7/4]]"
12n_0386,"[[16/5, 16/5], [4, 4], [3, 3], 'No Dihedral Linking Number Exists']"
12n_0387,"[[2, 2], [1, 1], [7/3, 7/3], [2, 2]]"
12n_0388,"[[-1, -1], [0, 0], [-5/2, -5/2], [0, 0]]"
12n_0389,"[[-1, -1], [1, 2], [-2/3, -2/3], 'No Dihedral Linking Number Exists']"
12n_0392,"[[-3/2, -3/2]]"
12n_0398,"[[-2/3, -2/3]]"
12n_0399,['No Dihedral Linking Number Exists']
12n_0401,"[[4/3, 4/3]]"
12n_0402,"[[0, 0], [-1, -2], [-5, -5], [-3, -3]]"
12n_0403,"['No Dihedral Linking Number Exists', 'No Dihedral Linking Number Exists', [1/3, 1/3], [1, 1]]"
12n_0404,"[[-3/7, -3/7]]"
12n_0409,"[[-1, -1]]"
12n_0410,"[[1, 0]]"
12n_0412,"[[-1/5, -1/5]]"
12n_0413,['No Dihedral Linking Number Exists']
12n_0419,"[[1, 1]]"
12n_0420,"[[1, 1], [1, 1], [-1, -1], [4/3, 4/3]]"
12n_0421,['No Dihedral Linking Number Exists']
12n_0422,"[[3/5, 3/5]]"
12n_0423,['No Dihedral Linking Number Exists']
12n_0425,"[[-5/9, -5/9]]"
12n_0426,"[[-1, -1]]"
12n_0435,"[[4, 4]]"
12n_0438,"[[-1, -1]]"
12n_0439,"[[0, 0]]"
12n_0440,"[[2/3, 2/3], [1, 1], [7/9, 7/9], [1, 1]]"
12n_0441,"[[2/3, 2/3]]"
12n_0442,"[[-1, -1]]"
12n_0443,"[[0, 0]]"
12n_0444,"[[-5/2, -5/2]]"
12n_0445,"[[1, 1]]"
12n_0458,"[[0, 0]]"
12n_0459,"[[0, 0]]"
12n_0460,"[[-2, -2], [-1, -1], [1/3, 1/3], [4/3, 4/3]]"
12n_0464,"[[-8/7, -8/7]]"
12n_0480,"[[-1, -1], [1, 1], [3, 3], [1, 0]]"
12n_0483,"[[-1, -1]]"
12n_0484,"[[-1, -1]]"
12n_0491,"[[-1, -1]]"
12n_0493,"[[0, 0]]"
12n_0494,"[[8/3, 8/3], [0, 0], [1, 1], [7, 7]]"
12n_0495,"[[-2/3, -2/3], [6/5, 6/5], [2, 2], [1, 1]]"
12n_0496,"[[7/2, 7/2], [0, 0], [1, 1], [3, 3]]"
12n_0497,['No Dihedral Linking Number Exists']
12n_0499,"[[-1, -1]]"
12n_0500,"[[-2, -2]]"
12n_0502,"[[3, 3]]"
12n_0505,"[[0, 0], [-1, 0], [0, 0], [-7/3, -7/3]]"
12n_0507,"[[-1/3, -1/3]]"
12n_0508,"[[1, 0], [0, 0], [2, 2], 'No Dihedral Linking Number Exists']"
12n_0518,"[[11/3, 11/3], [1, 1], [10/11, 10/11], [1, 1]]"
12n_0525,"[[4/3, 4/3]]"
12n_0527,"[[0, 0]]"
12n_0533,['No Dihedral Linking Number Exists']
12n_0535,"[[4/11, 4/11]]"
12n_0536,"[[1, 1]]"
12n_0543,"[[-3, -3]]"
12n_0546,"[[-4, -4], [-1, -1], [0, 0], 'No Dihedral Linking Number Exists']"
12n_0547,"[[0, 0]]"
12n_0549,"[[1, 1], [9/4, 9/4], [3/13, 3/13], [26/9, 26/9]]"
12n_0550,['No Dihedral Linking Number Exists']
12n_0551,"[[4/3, 4/3]]"
12n_0552,"[[-2, -2]]"
12n_0553,['No Dihedral Linking Number Exists']
12n_0554,"[[0, 0]]"
12n_0555,"[[1, 1]]"
12n_0556,"[[3, 3]]"
12n_0564,"[[1, 1]]"
12n_0565,"[[0, 0], [-4, -4], [1, 1], [0, 0]]"
12n_0566,"[[0, 0]]"
12n_0567,"[[2, 2], [0, 0], [-5/3, -5/3], 'No Dihedral Linking Number Exists']"
12n_0570,"[[0, 0], [-3/5, -3/5], [0, 1], [-5, -5]]"
12n_0571,"['No Dihedral Linking Number Exists', 'No Dihedral Linking Number Exists', [4/21, 4/21], [3/2, 3/2]]"
12n_0572,"[[0, 0]]"
12n_0573,"[[5/9, 5/9]]"
12n_0574,"[[3, 3], [2, 2], [4/3, 4/3], [0, 0]]"
12n_0575,"[[-1, -1]]"
12n_0576,"[[-2/7, -2/7]]"
12n_0577,"[[-11/5, -11/5]]"
12n_0578,"[[-1, -1]]"
12n_0579,"[[3, 3]]"
12n_0581,"[[6, 6], [1, 3], [0, 0], [1, 1]]"
12n_0582,"[[4/3, 4/3], [0, 0], [0, 0], [3/5, 3/5]]"
12n_0583,"[[-1, -1], [2/3, 2/3], 'No Dihedral Linking Number Exists', [4/5, 4/5]]"
12n_0587,"[[0, 0]]"
12n_0597,['No Dihedral Linking Number Exists']
12n_0598,"[[-2/3, -2/3], [-2, -2], [1, 2], [1, 1]]"
12n_0600,"[[6, 6], [0, 0], [28/15, 28/15], [3, 4]]"
12n_0601,"[[4, 4], [0, 0], [1, 1], [0, 0]]"
12n_0602,"[[-7/3, -7/3], [1, 1], [0, 0], [1, 1]]"
12n_0603,"[[1, 1]]"
12n_0604,"[[0, 0], 'No Dihedral Linking Number Exists', [0, 0], [1/2, 1/2]]"
12n_0605,"[[0, 0], 'No Dihedral Linking Number Exists', [3/11, 3/11], [4/3, 4/3]]"
12n_0611,"[[0, 0]]"
12n_0613,"[[0, 0]]"
12n_0615,"[[-1, -1]]"
12n_0622,"[[0, 0], [-1, -1], [0, 0], [2/3, 2/3]]"
12n_0626,"[[-1, -1], [0, 0], [-4/3, -4/3], [-5, -5]]"
12n_0627,"[[0, 0]]"
12n_0628,"[[0, 0]]"
12n_0629,"[[-1, -1]]"
12n_0630,"[[0, 0]]"
12n_0631,"[[0, 0]]"
12n_0632,"[[-36/17, -36/17]]"
12n_0636,"[[2, 2], [3, 3], [0, 0], [-2, -2]]"
12n_0637,"[[1, 1], [8/3, 8/3], [-2/7, -2/7], [3, 3]]"
12n_0638,"[[1, 1]]"
12n_0640,"[[8/5, 8/5]]"
12n_0641,"[[-3, -3]]"
12n_0642,['No Dihedral Linking Number Exists']
12n_0653,"[[7, 7]]"
12n_0654,"[[-2/3, -2/3], 'No Dihedral Linking Number Exists', [1, 1], [-1, -1]]"
12n_0655,"[[1, 1]]"
12n_0656,"[[-13/5, -13/5]]"
12n_0657,"[[-2, -2]]"
12n_0660,"[[-3, -3]]"
12n_0664,"[[0, 0]]"
12n_0665,"[[-2, -2]]"
12n_0666,"[[0, 1], [0, 0], 'No Dihedral Linking Number Exists', [8/3, 8/3]]"
12n_0667,"[[7/15, 7/15]]"
12n_0668,"[[7/3, 7/3]]"
12n_0669,"[[3/2, 3/2], 'No Dihedral Linking Number Exists', [0, 0], 'No Dihedral Linking Number Exists']"
12n_0672,"[[-1, -1]]"
12n_0674,"[[2/3, 2/3]]"
12n_0675,"[[3/11, 3/11]]"
12n_0676,"[[0, 0]]"
12n_0690,"[[1/5, 1/5]]"
12n_0697,"[[3/11, 3/11]]"
12n_0700,"[[-19/5, -14/5]]"
12n_0701,"[[0, 0], [-23/25, -23/25], [-2, -2], [-2/3, -2/3]]"
12n_0717,"[[-4/7, -4/7]]"
12n_0726,"[[58, 58]]"
12n_0737,"[[1, 1], [2, 2], [-3, -3], [2/3, 2/3]]"
12n_0738,"[[12/5, 12/5]]"
12n_0740,"[[-1, -1]]"
12n_0744,"[[0, 0]]"
12n_0750,"[[1, 1]]"
12n_0751,"[[1, 1]]"
12n_0752,['No Dihedral Linking Number Exists']
12n_0753,"[[4, 4]]"
12n_0754,"[[-9/5, -9/5]]"
12n_0756,"[[1, 1], [0, 0], [-1, -1], [-3/7, -3/7]]"
12n_0759,"[[0, 0]]"
12n_0762,"[[1, 1]]"
12n_0767,"[[-2, -2]]"
12n_0769,"[[-8/3, -8/3]]"
12n_0770,"[[4, 4]]"
12n_0774,"[[2, 2]]"
12n_0779,"[[3/2, 3/2]]"
12n_0780,"[[-3/2, -3/2]]"
12n_0781,"[[1, 1]]"
12n_0782,"[[-1/3, -1/3]]"
12n_0784,"[[0, 0]]"
12n_0791,"[[-2, -2]]"
12n_0799,['No Dihedral Linking Number Exists']
12n_0803,['No Dihedral Linking Number Exists']
12n_0806,"[[0, 0], [2, 2], [7, 7], 'No Dihedral Linking Number Exists']"
12n_0807,"[[1/3, 1/3]]"
12n_0809,"[[-1, -1]]"
12n_0811,"[[1, 1]]"
12n_0812,"[[-1, -1]]"
12n_0813,"[[1, 1], [-3/5, -3/5], [-6/5, -6/5], [-1, -2]]"
12n_0823,"[[-2, -2]]"
12n_0825,"[[5/2, 5/2]]"
12n_0826,"[[-20/3, -20/3]]"
12n_0831,"[[1, 0]]"
12n_0832,"[[-3/2, -3/2]]"
12n_0833,"[[1/3, 1/3]]"
12n_0836,"[[2/3, 2/3]]"
12n_0841,"[[-1, -1]]"
12n_0843,"[[1, 2]]"
12n_0844,"[[-1, -1]]"
12n_0845,"[[-2, -2]]"
12n_0846,"['No Dihedral Linking Number Exists', 'No Dihedral Linking Number Exists', [29/15, 29/15], [1, 3]]"
12n_0847,"[[2/3, 2/3]]"
12n_0850,"[[2, 2]]"
12n_0858,"[[1, 1]]"
12n_0865,"[[0, 0]]"
12n_0866,"[[-2, -2]]"
12n_0868,"[[-1, -1]]"
12n_0869,"[[1, 1], [0, 0], [5, 5], [2, 2]]"
12n_0874,"[[0, 0]]"
12n_0875,['No Dihedral Linking Number Exists']
12n_0876,"[[0, 0], [7, 7], [1, 1], 'No Dihedral Linking Number Exists']"
12n_0882,"[[-5, -5]]"
12n_0883,"[[-3, -3], [1, 1], [9/5, 9/5], [0, 0]]"
12n_0884,['No Dihedral Linking Number Exists']
12n_0886,"[[0, 0]]"
12n_0888,"[[8, 8], [4, 4], [8, 8], [4, 4]]"
